Country,Indicator,Subject,Units,Frequency,Time,Quantity,Flag Codes
AUS,OILPROD,TOT,KTOE,A,1960,,L
AUS,OILPROD,TOT,KTOE,A,1961,,L
AUS,OILPROD,TOT,KTOE,A,1962,,L
AUS,OILPROD,TOT,KTOE,A,1963,,L
AUS,OILPROD,TOT,KTOE,A,1964,,L
AUS,OILPROD,TOT,KTOE,A,1965,,L
AUS,OILPROD,TOT,KTOE,A,1966,,L
AUS,OILPROD,TOT,KTOE,A,1967,,L
AUS,OILPROD,TOT,KTOE,A,1968,,L
AUS,OILPROD,TOT,KTOE,A,1969,,L
AUS,OILPROD,TOT,KTOE,A,1970,,L
AUS,OILPROD,TOT,KTOE,A,1971,14226.194,
AUS,OILPROD,TOT,KTOE,A,1972,15029.094,
AUS,OILPROD,TOT,KTOE,A,1973,18720.577,
AUS,OILPROD,TOT,KTOE,A,1974,18498.696,
AUS,OILPROD,TOT,KTOE,A,1975,19736.07,
AUS,OILPROD,TOT,KTOE,A,1976,20177.769,
AUS,OILPROD,TOT,KTOE,A,1977,21259.31,
AUS,OILPROD,TOT,KTOE,A,1978,20694.803,
AUS,OILPROD,TOT,KTOE,A,1979,20828.964,
AUS,OILPROD,TOT,KTOE,A,1980,19471.877,
AUS,OILPROD,TOT,KTOE,A,1981,19007.475,
AUS,OILPROD,TOT,KTOE,A,1982,18706.129,
AUS,OILPROD,TOT,KTOE,A,1983,18220.054,
AUS,OILPROD,TOT,KTOE,A,1984,22148.899,
AUS,OILPROD,TOT,KTOE,A,1985,25468.86,
AUS,OILPROD,TOT,KTOE,A,1986,26561.559,
AUS,OILPROD,TOT,KTOE,A,1987,26399.764,
AUS,OILPROD,TOT,KTOE,A,1988,26322.923,
AUS,OILPROD,TOT,KTOE,A,1989,23679.705,
AUS,OILPROD,TOT,KTOE,A,1990,26752.604,
AUS,OILPROD,TOT,KTOE,A,1991,26717.935,
AUS,OILPROD,TOT,KTOE,A,1992,23439.126,
AUS,OILPROD,TOT,KTOE,A,1993,22940.108,
AUS,OILPROD,TOT,KTOE,A,1994,21286.521,
AUS,OILPROD,TOT,KTOE,A,1995,22718.44,
AUS,OILPROD,TOT,KTOE,A,1996,20539.57,
AUS,OILPROD,TOT,KTOE,A,1997,20494.396,
AUS,OILPROD,TOT,KTOE,A,1998,22008.258,
AUS,OILPROD,TOT,KTOE,A,1999,16551.631,
AUS,OILPROD,TOT,KTOE,A,2000,25081.157,
AUS,OILPROD,TOT,KTOE,A,2001,26611.828,
AUS,OILPROD,TOT,KTOE,A,2002,30307.711,
AUS,OILPROD,TOT,KTOE,A,2003,29403.176,
AUS,OILPROD,TOT,KTOE,A,2004,25785.035,
AUS,OILPROD,TOT,KTOE,A,2005,22928.552,
AUS,OILPROD,TOT,KTOE,A,2006,20414.553,
AUS,OILPROD,TOT,KTOE,A,2007,23214.306,
AUS,OILPROD,TOT,KTOE,A,2008,21500.836,
AUS,OILPROD,TOT,KTOE,A,2009,22170.045,
AUS,OILPROD,TOT,KTOE,A,2010,23141.817,
AUS,OILPROD,TOT,KTOE,A,2011,22232.029,
AUS,OILPROD,TOT,KTOE,A,2012,20728.672,
AUS,OILPROD,TOT,KTOE,A,2013,17979.347,
AUS,OILPROD,TOT,KTOE,A,2014,16925.631,
AUS,OILPROD,TOT,KTOE,A,2015,16313.153,
AUT,OILPROD,TOT,KTOE,A,1960,,L
AUT,OILPROD,TOT,KTOE,A,1961,,L
AUT,OILPROD,TOT,KTOE,A,1962,,L
AUT,OILPROD,TOT,KTOE,A,1963,,L
AUT,OILPROD,TOT,KTOE,A,1964,,L
AUT,OILPROD,TOT,KTOE,A,1965,,L
AUT,OILPROD,TOT,KTOE,A,1966,,L
AUT,OILPROD,TOT,KTOE,A,1967,,L
AUT,OILPROD,TOT,KTOE,A,1968,,L
AUT,OILPROD,TOT,KTOE,A,1969,,L
AUT,OILPROD,TOT,KTOE,A,1970,,L
AUT,OILPROD,TOT,KTOE,A,1971,2628.081,
AUT,OILPROD,TOT,KTOE,A,1972,2515.406,
AUT,OILPROD,TOT,KTOE,A,1973,2635.187,
AUT,OILPROD,TOT,KTOE,A,1974,2295.13,
AUT,OILPROD,TOT,KTOE,A,1975,2067.749,
AUT,OILPROD,TOT,KTOE,A,1976,1960.149,
AUT,OILPROD,TOT,KTOE,A,1977,1788.597,
AUT,OILPROD,TOT,KTOE,A,1978,1818.035,
AUT,OILPROD,TOT,KTOE,A,1979,1752.054,
AUT,OILPROD,TOT,KTOE,A,1980,1469.858,
AUT,OILPROD,TOT,KTOE,A,1981,1324.699,
AUT,OILPROD,TOT,KTOE,A,1982,1280.035,
AUT,OILPROD,TOT,KTOE,A,1983,1255.673,
AUT,OILPROD,TOT,KTOE,A,1984,1192.737,
AUT,OILPROD,TOT,KTOE,A,1985,1137.922,
AUT,OILPROD,TOT,KTOE,A,1986,1110.514,
AUT,OILPROD,TOT,KTOE,A,1987,1062.805,
AUT,OILPROD,TOT,KTOE,A,1988,1192.737,
AUT,OILPROD,TOT,KTOE,A,1989,1173.45,
AUT,OILPROD,TOT,KTOE,A,1990,1166.344,
AUT,OILPROD,TOT,KTOE,A,1991,1299.322,
AUT,OILPROD,TOT,KTOE,A,1992,1197.812,
AUT,OILPROD,TOT,KTOE,A,1993,1171.42,
AUT,OILPROD,TOT,KTOE,A,1994,1115.589,
AUT,OILPROD,TOT,KTOE,A,1995,1050.623,
AUT,OILPROD,TOT,KTOE,A,1996,1006.974,
AUT,OILPROD,TOT,KTOE,A,1997,986.905,
AUT,OILPROD,TOT,KTOE,A,1998,973.476,
AUT,OILPROD,TOT,KTOE,A,1999,1020.284,
AUT,OILPROD,TOT,KTOE,A,2000,989.322,
AUT,OILPROD,TOT,KTOE,A,2001,971.446,
AUT,OILPROD,TOT,KTOE,A,2002,962.31,
AUT,OILPROD,TOT,KTOE,A,2003,932.872,
AUT,OILPROD,TOT,KTOE,A,2004,985.657,
AUT,OILPROD,TOT,KTOE,A,2005,867.906,
AUT,OILPROD,TOT,KTOE,A,2006,868.921,
AUT,OILPROD,TOT,KTOE,A,2007,865.876,
AUT,OILPROD,TOT,KTOE,A,2008,875.012,
AUT,OILPROD,TOT,KTOE,A,2009,922.721,
AUT,OILPROD,TOT,KTOE,A,2010,890.238,
AUT,OILPROD,TOT,KTOE,A,2011,850.65,
AUT,OILPROD,TOT,KTOE,A,2012,851.665,
AUT,OILPROD,TOT,KTOE,A,2013,855.725,
AUT,OILPROD,TOT,KTOE,A,2014,903.435,
AUT,OILPROD,TOT,KTOE,A,2015,865.876,
BEL,OILPROD,TOT,KTOE,A,1960,,L
BEL,OILPROD,TOT,KTOE,A,1961,,L
BEL,OILPROD,TOT,KTOE,A,1962,,L
BEL,OILPROD,TOT,KTOE,A,1963,,L
BEL,OILPROD,TOT,KTOE,A,1964,,L
BEL,OILPROD,TOT,KTOE,A,1965,,L
BEL,OILPROD,TOT,KTOE,A,1966,,L
BEL,OILPROD,TOT,KTOE,A,1967,,L
BEL,OILPROD,TOT,KTOE,A,1968,,L
BEL,OILPROD,TOT,KTOE,A,1969,,L
BEL,OILPROD,TOT,KTOE,A,1970,,L
BEL,OILPROD,TOT,KTOE,A,1971,0,
BEL,OILPROD,TOT,KTOE,A,1972,0,
BEL,OILPROD,TOT,KTOE,A,1973,0,
BEL,OILPROD,TOT,KTOE,A,1974,0,
BEL,OILPROD,TOT,KTOE,A,1975,0,
BEL,OILPROD,TOT,KTOE,A,1976,0,
BEL,OILPROD,TOT,KTOE,A,1977,0,
BEL,OILPROD,TOT,KTOE,A,1978,0,
BEL,OILPROD,TOT,KTOE,A,1979,0,
BEL,OILPROD,TOT,KTOE,A,1980,0,
BEL,OILPROD,TOT,KTOE,A,1981,0,
BEL,OILPROD,TOT,KTOE,A,1982,0,
BEL,OILPROD,TOT,KTOE,A,1983,0,
BEL,OILPROD,TOT,KTOE,A,1984,0,
BEL,OILPROD,TOT,KTOE,A,1985,0,
BEL,OILPROD,TOT,KTOE,A,1986,0,
BEL,OILPROD,TOT,KTOE,A,1987,0,
BEL,OILPROD,TOT,KTOE,A,1988,0,
BEL,OILPROD,TOT,KTOE,A,1989,0,
BEL,OILPROD,TOT,KTOE,A,1990,0,
BEL,OILPROD,TOT,KTOE,A,1991,0,
BEL,OILPROD,TOT,KTOE,A,1992,0,
BEL,OILPROD,TOT,KTOE,A,1993,0,
BEL,OILPROD,TOT,KTOE,A,1994,0,
BEL,OILPROD,TOT,KTOE,A,1995,0,
BEL,OILPROD,TOT,KTOE,A,1996,0,
BEL,OILPROD,TOT,KTOE,A,1997,0,
BEL,OILPROD,TOT,KTOE,A,1998,0,
BEL,OILPROD,TOT,KTOE,A,1999,0,
BEL,OILPROD,TOT,KTOE,A,2000,0,
BEL,OILPROD,TOT,KTOE,A,2001,0,
BEL,OILPROD,TOT,KTOE,A,2002,0,
BEL,OILPROD,TOT,KTOE,A,2003,0,
BEL,OILPROD,TOT,KTOE,A,2004,0,
BEL,OILPROD,TOT,KTOE,A,2005,0,
BEL,OILPROD,TOT,KTOE,A,2006,0,
BEL,OILPROD,TOT,KTOE,A,2007,0,
BEL,OILPROD,TOT,KTOE,A,2008,0,
BEL,OILPROD,TOT,KTOE,A,2009,0,
BEL,OILPROD,TOT,KTOE,A,2010,0,
BEL,OILPROD,TOT,KTOE,A,2011,0,
BEL,OILPROD,TOT,KTOE,A,2012,0,
BEL,OILPROD,TOT,KTOE,A,2013,0,
BEL,OILPROD,TOT,KTOE,A,2014,0,
BEL,OILPROD,TOT,KTOE,A,2015,0,
CAN,OILPROD,TOT,KTOE,A,1960,,L
CAN,OILPROD,TOT,KTOE,A,1961,,L
CAN,OILPROD,TOT,KTOE,A,1962,,L
CAN,OILPROD,TOT,KTOE,A,1963,,L
CAN,OILPROD,TOT,KTOE,A,1964,,L
CAN,OILPROD,TOT,KTOE,A,1965,,L
CAN,OILPROD,TOT,KTOE,A,1966,,L
CAN,OILPROD,TOT,KTOE,A,1967,,L
CAN,OILPROD,TOT,KTOE,A,1968,,L
CAN,OILPROD,TOT,KTOE,A,1969,,L
CAN,OILPROD,TOT,KTOE,A,1970,,L
CAN,OILPROD,TOT,KTOE,A,1971,67007.824,
CAN,OILPROD,TOT,KTOE,A,1972,77035.899,
CAN,OILPROD,TOT,KTOE,A,1973,90370.215,
CAN,OILPROD,TOT,KTOE,A,1974,84632.586,
CAN,OILPROD,TOT,KTOE,A,1975,79325.228,
CAN,OILPROD,TOT,KTOE,A,1976,72727.056,
CAN,OILPROD,TOT,KTOE,A,1977,72847.655,
CAN,OILPROD,TOT,KTOE,A,1978,71739.784,
CAN,OILPROD,TOT,KTOE,A,1979,79991.586,
CAN,OILPROD,TOT,KTOE,A,1980,65540.201,
CAN,OILPROD,TOT,KTOE,A,1981,58534.243,
CAN,OILPROD,TOT,KTOE,A,1982,57339.499,
CAN,OILPROD,TOT,KTOE,A,1983,59548.088,
CAN,OILPROD,TOT,KTOE,A,1984,66797.287,
CAN,OILPROD,TOT,KTOE,A,1985,66419.139,
CAN,OILPROD,TOT,KTOE,A,1986,66554.046,
CAN,OILPROD,TOT,KTOE,A,1987,70292.601,
CAN,OILPROD,TOT,KTOE,A,1988,73515.035,
CAN,OILPROD,TOT,KTOE,A,1989,70081.043,
CAN,OILPROD,TOT,KTOE,A,1990,69998.259,
CAN,OILPROD,TOT,KTOE,A,1991,68728.908,
CAN,OILPROD,TOT,KTOE,A,1992,71553.776,
CAN,OILPROD,TOT,KTOE,A,1993,74872.28,
CAN,OILPROD,TOT,KTOE,A,1994,77323.088,
CAN,OILPROD,TOT,KTOE,A,1995,79944.573,
CAN,OILPROD,TOT,KTOE,A,1996,81793.41,
CAN,OILPROD,TOT,KTOE,A,1997,86451.784,
CAN,OILPROD,TOT,KTOE,A,1998,91123.445,
CAN,OILPROD,TOT,KTOE,A,1999,84443.512,
CAN,OILPROD,TOT,KTOE,A,2000,89873.513,
CAN,OILPROD,TOT,KTOE,A,2001,90223.044,
CAN,OILPROD,TOT,KTOE,A,2002,93116.387,
CAN,OILPROD,TOT,KTOE,A,2003,101441.775,
CAN,OILPROD,TOT,KTOE,A,2004,104830.799,
CAN,OILPROD,TOT,KTOE,A,2005,114383.635,
CAN,OILPROD,TOT,KTOE,A,2006,115490.484,
CAN,OILPROD,TOT,KTOE,A,2007,109452.38,
CAN,OILPROD,TOT,KTOE,A,2008,110046.175,
CAN,OILPROD,TOT,KTOE,A,2009,103680.002,
CAN,OILPROD,TOT,KTOE,A,2010,110424.323,
CAN,OILPROD,TOT,KTOE,A,2011,117003.076,
CAN,OILPROD,TOT,KTOE,A,2012,127611.66,
CAN,OILPROD,TOT,KTOE,A,2013,138332.666,
CAN,OILPROD,TOT,KTOE,A,2014,152664.475,
CAN,OILPROD,TOT,KTOE,A,2015,157976.943,
CZE,OILPROD,TOT,KTOE,A,1960,,L
CZE,OILPROD,TOT,KTOE,A,1961,,L
CZE,OILPROD,TOT,KTOE,A,1962,,L
CZE,OILPROD,TOT,KTOE,A,1963,,L
CZE,OILPROD,TOT,KTOE,A,1964,,L
CZE,OILPROD,TOT,KTOE,A,1965,,L
CZE,OILPROD,TOT,KTOE,A,1966,,L
CZE,OILPROD,TOT,KTOE,A,1967,,L
CZE,OILPROD,TOT,KTOE,A,1968,,L
CZE,OILPROD,TOT,KTOE,A,1969,,L
CZE,OILPROD,TOT,KTOE,A,1970,,L
CZE,OILPROD,TOT,KTOE,A,1971,34.93,
CZE,OILPROD,TOT,KTOE,A,1972,38.922,
CZE,OILPROD,TOT,KTOE,A,1973,42.914,
CZE,OILPROD,TOT,KTOE,A,1974,44.91,
CZE,OILPROD,TOT,KTOE,A,1975,84.829,
CZE,OILPROD,TOT,KTOE,A,1976,77.844,
CZE,OILPROD,TOT,KTOE,A,1977,34.93,
CZE,OILPROD,TOT,KTOE,A,1978,65.868,
CZE,OILPROD,TOT,KTOE,A,1979,60.878,
CZE,OILPROD,TOT,KTOE,A,1980,50.898,
CZE,OILPROD,TOT,KTOE,A,1981,49.9,
CZE,OILPROD,TOT,KTOE,A,1982,53.892,
CZE,OILPROD,TOT,KTOE,A,1983,55.888,
CZE,OILPROD,TOT,KTOE,A,1984,55.888,
CZE,OILPROD,TOT,KTOE,A,1985,56.886,
CZE,OILPROD,TOT,KTOE,A,1986,55.888,
CZE,OILPROD,TOT,KTOE,A,1987,50.898,
CZE,OILPROD,TOT,KTOE,A,1988,44.91,
CZE,OILPROD,TOT,KTOE,A,1989,46.906,
CZE,OILPROD,TOT,KTOE,A,1990,49.9,
CZE,OILPROD,TOT,KTOE,A,1991,68.862,
CZE,OILPROD,TOT,KTOE,A,1992,81.835,
CZE,OILPROD,TOT,KTOE,A,1993,110.777,
CZE,OILPROD,TOT,KTOE,A,1994,127.743,
CZE,OILPROD,TOT,KTOE,A,1995,145.222,
CZE,OILPROD,TOT,KTOE,A,1996,151.201,
CZE,OILPROD,TOT,KTOE,A,1997,162.143,
CZE,OILPROD,TOT,KTOE,A,1998,177.94,
CZE,OILPROD,TOT,KTOE,A,1999,183.197,
CZE,OILPROD,TOT,KTOE,A,2000,175.456,
CZE,OILPROD,TOT,KTOE,A,2001,183.288,
CZE,OILPROD,TOT,KTOE,A,2002,265.835,
CZE,OILPROD,TOT,KTOE,A,2003,317.522,
CZE,OILPROD,TOT,KTOE,A,2004,305.942,
CZE,OILPROD,TOT,KTOE,A,2005,312.94,
CZE,OILPROD,TOT,KTOE,A,2006,265.734,
CZE,OILPROD,TOT,KTOE,A,2007,247.228,
CZE,OILPROD,TOT,KTOE,A,2008,242.763,
CZE,OILPROD,TOT,KTOE,A,2009,222.7,
CZE,OILPROD,TOT,KTOE,A,2010,178.236,
CZE,OILPROD,TOT,KTOE,A,2011,167.097,
CZE,OILPROD,TOT,KTOE,A,2012,157.982,
CZE,OILPROD,TOT,KTOE,A,2013,155.96,
CZE,OILPROD,TOT,KTOE,A,2014,151.91,
CZE,OILPROD,TOT,KTOE,A,2015,129.63,
DNK,OILPROD,TOT,KTOE,A,1960,,L
DNK,OILPROD,TOT,KTOE,A,1961,,L
DNK,OILPROD,TOT,KTOE,A,1962,,L
DNK,OILPROD,TOT,KTOE,A,1963,,L
DNK,OILPROD,TOT,KTOE,A,1964,,L
DNK,OILPROD,TOT,KTOE,A,1965,,L
DNK,OILPROD,TOT,KTOE,A,1966,,L
DNK,OILPROD,TOT,KTOE,A,1967,,L
DNK,OILPROD,TOT,KTOE,A,1968,,L
DNK,OILPROD,TOT,KTOE,A,1969,,L
DNK,OILPROD,TOT,KTOE,A,1970,,L
DNK,OILPROD,TOT,KTOE,A,1971,0,
DNK,OILPROD,TOT,KTOE,A,1972,77.51,
DNK,OILPROD,TOT,KTOE,A,1973,69.351,
DNK,OILPROD,TOT,KTOE,A,1974,90.769,
DNK,OILPROD,TOT,KTOE,A,1975,150.941,
DNK,OILPROD,TOT,KTOE,A,1976,197.855,
DNK,OILPROD,TOT,KTOE,A,1977,512.996,
DNK,OILPROD,TOT,KTOE,A,1978,440.585,
DNK,OILPROD,TOT,KTOE,A,1979,440.585,
DNK,OILPROD,TOT,KTOE,A,1980,303.922,
DNK,OILPROD,TOT,KTOE,A,1981,773.063,
DNK,OILPROD,TOT,KTOE,A,1982,1719.504,
DNK,OILPROD,TOT,KTOE,A,1983,2194.764,
DNK,OILPROD,TOT,KTOE,A,1984,2359.984,
DNK,OILPROD,TOT,KTOE,A,1985,2949.47,
DNK,OILPROD,TOT,KTOE,A,1986,3692.956,
DNK,OILPROD,TOT,KTOE,A,1987,4693.451,
DNK,OILPROD,TOT,KTOE,A,1988,4828.074,
DNK,OILPROD,TOT,KTOE,A,1989,5640.912,
DNK,OILPROD,TOT,KTOE,A,1990,6113.113,
DNK,OILPROD,TOT,KTOE,A,1991,7131.965,
DNK,OILPROD,TOT,KTOE,A,1992,7910.127,
DNK,OILPROD,TOT,KTOE,A,1993,8429.242,
DNK,OILPROD,TOT,KTOE,A,1994,9299.193,
DNK,OILPROD,TOT,KTOE,A,1995,9352.226,
DNK,OILPROD,TOT,KTOE,A,1996,10323.144,
DNK,OILPROD,TOT,KTOE,A,1997,11446.331,
DNK,OILPROD,TOT,KTOE,A,1998,11741.091,
DNK,OILPROD,TOT,KTOE,A,1999,14856.095,
DNK,OILPROD,TOT,KTOE,A,2000,18260.724,
DNK,OILPROD,TOT,KTOE,A,2001,17343.58,
DNK,OILPROD,TOT,KTOE,A,2002,18633.539,
DNK,OILPROD,TOT,KTOE,A,2003,18633.539,
DNK,OILPROD,TOT,KTOE,A,2004,19782.794,
DNK,OILPROD,TOT,KTOE,A,2005,19017.651,
DNK,OILPROD,TOT,KTOE,A,2006,17294.282,
DNK,OILPROD,TOT,KTOE,A,2007,15579.13,
DNK,OILPROD,TOT,KTOE,A,2008,14414.469,
DNK,OILPROD,TOT,KTOE,A,2009,13251.863,
DNK,OILPROD,TOT,KTOE,A,2010,12485.693,
DNK,OILPROD,TOT,KTOE,A,2011,11236.816,
DNK,OILPROD,TOT,KTOE,A,2012,10249.833,
DNK,OILPROD,TOT,KTOE,A,2013,8917.765,
DNK,OILPROD,TOT,KTOE,A,2014,8350.841,
DNK,OILPROD,TOT,KTOE,A,2015,7897.917,
FIN,OILPROD,TOT,KTOE,A,1960,,L
FIN,OILPROD,TOT,KTOE,A,1961,,L
FIN,OILPROD,TOT,KTOE,A,1962,,L
FIN,OILPROD,TOT,KTOE,A,1963,,L
FIN,OILPROD,TOT,KTOE,A,1964,,L
FIN,OILPROD,TOT,KTOE,A,1965,,L
FIN,OILPROD,TOT,KTOE,A,1966,,L
FIN,OILPROD,TOT,KTOE,A,1967,,L
FIN,OILPROD,TOT,KTOE,A,1968,,L
FIN,OILPROD,TOT,KTOE,A,1969,,L
FIN,OILPROD,TOT,KTOE,A,1970,,L
FIN,OILPROD,TOT,KTOE,A,1971,0,
FIN,OILPROD,TOT,KTOE,A,1972,0,
FIN,OILPROD,TOT,KTOE,A,1973,0,
FIN,OILPROD,TOT,KTOE,A,1974,0,
FIN,OILPROD,TOT,KTOE,A,1975,0,
FIN,OILPROD,TOT,KTOE,A,1976,0,
FIN,OILPROD,TOT,KTOE,A,1977,0,
FIN,OILPROD,TOT,KTOE,A,1978,0,
FIN,OILPROD,TOT,KTOE,A,1979,0,
FIN,OILPROD,TOT,KTOE,A,1980,0,
FIN,OILPROD,TOT,KTOE,A,1981,0,
FIN,OILPROD,TOT,KTOE,A,1982,0,
FIN,OILPROD,TOT,KTOE,A,1983,0,
FIN,OILPROD,TOT,KTOE,A,1984,0,
FIN,OILPROD,TOT,KTOE,A,1985,0,
FIN,OILPROD,TOT,KTOE,A,1986,0,
FIN,OILPROD,TOT,KTOE,A,1987,0,
FIN,OILPROD,TOT,KTOE,A,1988,0,
FIN,OILPROD,TOT,KTOE,A,1989,0,
FIN,OILPROD,TOT,KTOE,A,1990,0,
FIN,OILPROD,TOT,KTOE,A,1991,0,
FIN,OILPROD,TOT,KTOE,A,1992,0,
FIN,OILPROD,TOT,KTOE,A,1993,0,
FIN,OILPROD,TOT,KTOE,A,1994,0,
FIN,OILPROD,TOT,KTOE,A,1995,0,
FIN,OILPROD,TOT,KTOE,A,1996,0,
FIN,OILPROD,TOT,KTOE,A,1997,0,
FIN,OILPROD,TOT,KTOE,A,1998,0,
FIN,OILPROD,TOT,KTOE,A,1999,0,
FIN,OILPROD,TOT,KTOE,A,2000,0,
FIN,OILPROD,TOT,KTOE,A,2001,0,
FIN,OILPROD,TOT,KTOE,A,2002,0,
FIN,OILPROD,TOT,KTOE,A,2003,0,
FIN,OILPROD,TOT,KTOE,A,2004,0,
FIN,OILPROD,TOT,KTOE,A,2005,0,
FIN,OILPROD,TOT,KTOE,A,2006,0,
FIN,OILPROD,TOT,KTOE,A,2007,0,
FIN,OILPROD,TOT,KTOE,A,2008,0,
FIN,OILPROD,TOT,KTOE,A,2009,0,
FIN,OILPROD,TOT,KTOE,A,2010,0,
FIN,OILPROD,TOT,KTOE,A,2011,0,
FIN,OILPROD,TOT,KTOE,A,2012,0,
FIN,OILPROD,TOT,KTOE,A,2013,0,
FIN,OILPROD,TOT,KTOE,A,2014,0,
FIN,OILPROD,TOT,KTOE,A,2015,0,
FRA,OILPROD,TOT,KTOE,A,1960,,L
FRA,OILPROD,TOT,KTOE,A,1961,,L
FRA,OILPROD,TOT,KTOE,A,1962,,L
FRA,OILPROD,TOT,KTOE,A,1963,,L
FRA,OILPROD,TOT,KTOE,A,1964,,L
FRA,OILPROD,TOT,KTOE,A,1965,,L
FRA,OILPROD,TOT,KTOE,A,1966,,L
FRA,OILPROD,TOT,KTOE,A,1967,,L
FRA,OILPROD,TOT,KTOE,A,1968,,L
FRA,OILPROD,TOT,KTOE,A,1969,,L
FRA,OILPROD,TOT,KTOE,A,1970,,L
FRA,OILPROD,TOT,KTOE,A,1971,1861.644,
FRA,OILPROD,TOT,KTOE,A,1972,1483.716,
FRA,OILPROD,TOT,KTOE,A,1973,1253.76,
FRA,OILPROD,TOT,KTOE,A,1974,1079.794,
FRA,OILPROD,TOT,KTOE,A,1975,1027.804,
FRA,OILPROD,TOT,KTOE,A,1976,1056.798,
FRA,OILPROD,TOT,KTOE,A,1977,1036.802,
FRA,OILPROD,TOT,KTOE,A,1978,1116.787,
FRA,OILPROD,TOT,KTOE,A,1979,1196.771,
FRA,OILPROD,TOT,KTOE,A,1980,1414.73,
FRA,OILPROD,TOT,KTOE,A,1981,1675.68,
FRA,OILPROD,TOT,KTOE,A,1982,1645.685,
FRA,OILPROD,TOT,KTOE,A,1983,1660.683,
FRA,OILPROD,TOT,KTOE,A,1984,2064.605,
FRA,OILPROD,TOT,KTOE,A,1985,2641.495,
FRA,OILPROD,TOT,KTOE,A,1986,2941.438,
FRA,OILPROD,TOT,KTOE,A,1987,3235.382,
FRA,OILPROD,TOT,KTOE,A,1988,3354.359,
FRA,OILPROD,TOT,KTOE,A,1989,3243.38,
FRA,OILPROD,TOT,KTOE,A,1990,3023.422,
FRA,OILPROD,TOT,KTOE,A,1991,2951.436,
FRA,OILPROD,TOT,KTOE,A,1992,2865.452,
FRA,OILPROD,TOT,KTOE,A,1993,2751.474,
FRA,OILPROD,TOT,KTOE,A,1994,2768.471,
FRA,OILPROD,TOT,KTOE,A,1995,2502.522,
FRA,OILPROD,TOT,KTOE,A,1996,2106.597,
FRA,OILPROD,TOT,KTOE,A,1997,1779.66,
FRA,OILPROD,TOT,KTOE,A,1998,1708.673,
FRA,OILPROD,TOT,KTOE,A,1999,1538.706,
FRA,OILPROD,TOT,KTOE,A,2000,1416.729,
FRA,OILPROD,TOT,KTOE,A,2001,1381.736,
FRA,OILPROD,TOT,KTOE,A,2002,1316.591,
FRA,OILPROD,TOT,KTOE,A,2003,1218.622,
FRA,OILPROD,TOT,KTOE,A,2004,1137.647,
FRA,OILPROD,TOT,KTOE,A,2005,1078.665,
FRA,OILPROD,TOT,KTOE,A,2006,1054.672,
FRA,OILPROD,TOT,KTOE,A,2007,973.698,
FRA,OILPROD,TOT,KTOE,A,2008,974.697,
FRA,OILPROD,TOT,KTOE,A,2009,898.721,
FRA,OILPROD,TOT,KTOE,A,2010,895.722,
FRA,OILPROD,TOT,KTOE,A,2011,894.722,
FRA,OILPROD,TOT,KTOE,A,2012,806.749,
FRA,OILPROD,TOT,KTOE,A,2013,792.754,
FRA,OILPROD,TOT,KTOE,A,2014,765.762,
FRA,OILPROD,TOT,KTOE,A,2015,832.741,
DEU,OILPROD,TOT,KTOE,A,1960,,L
DEU,OILPROD,TOT,KTOE,A,1961,,L
DEU,OILPROD,TOT,KTOE,A,1962,,L
DEU,OILPROD,TOT,KTOE,A,1963,,L
DEU,OILPROD,TOT,KTOE,A,1964,,L
DEU,OILPROD,TOT,KTOE,A,1965,,L
DEU,OILPROD,TOT,KTOE,A,1966,,L
DEU,OILPROD,TOT,KTOE,A,1967,,L
DEU,OILPROD,TOT,KTOE,A,1968,,L
DEU,OILPROD,TOT,KTOE,A,1969,,L
DEU,OILPROD,TOT,KTOE,A,1970,,L
DEU,OILPROD,TOT,KTOE,A,1971,7723.824,
DEU,OILPROD,TOT,KTOE,A,1972,7362.392,
DEU,OILPROD,TOT,KTOE,A,1973,6854.957,
DEU,OILPROD,TOT,KTOE,A,1974,6388.363,
DEU,OILPROD,TOT,KTOE,A,1975,5930.957,
DEU,OILPROD,TOT,KTOE,A,1976,5694.087,
DEU,OILPROD,TOT,KTOE,A,1977,5580.756,
DEU,OILPROD,TOT,KTOE,A,1978,5237.702,
DEU,OILPROD,TOT,KTOE,A,1979,4899.753,
DEU,OILPROD,TOT,KTOE,A,1980,4764.982,
DEU,OILPROD,TOT,KTOE,A,1981,4589.371,
DEU,OILPROD,TOT,KTOE,A,1982,4382.109,
DEU,OILPROD,TOT,KTOE,A,1983,4232.022,
DEU,OILPROD,TOT,KTOE,A,1984,4156.469,
DEU,OILPROD,TOT,KTOE,A,1985,4222.833,
DEU,OILPROD,TOT,KTOE,A,1986,4153.406,
DEU,OILPROD,TOT,KTOE,A,1987,3846.086,
DEU,OILPROD,TOT,KTOE,A,1988,4069.684,
DEU,OILPROD,TOT,KTOE,A,1989,3917.556,
DEU,OILPROD,TOT,KTOE,A,1990,3724.588,
DEU,OILPROD,TOT,KTOE,A,1991,3476.486,
DEU,OILPROD,TOT,KTOE,A,1992,3347.841,
DEU,OILPROD,TOT,KTOE,A,1993,3128.327,
DEU,OILPROD,TOT,KTOE,A,1994,2999.682,
DEU,OILPROD,TOT,KTOE,A,1995,2987.43,
DEU,OILPROD,TOT,KTOE,A,1996,2934.338,
DEU,OILPROD,TOT,KTOE,A,1997,2862.869,
DEU,OILPROD,TOT,KTOE,A,1998,2995.598,
